75	57	96
66	29	138
29	1	117
28	37	156
42	31	167
85	14	99
23	5	133
62	48	114
86	2	98
43	61	107
73	55	96
33	50	158
29	46	180
8	37	144
16	60	106
10	54	113
52	57	107
36	21	160
78	55	96
47	25	170
75	53	96
87	30	100
62	50	107
40	7	115
19	2	122
26	27	178
21	13	143
76	36	111
16	54	120
39	9	119
87	35	99
6	28	126
41	47	135
8	45	126
63	31	136
6	31	134
28	47	180
32	2	114
50	12	130
54	42	136
18	22	176
18	10	128
81	15	103
37	1	108
87	49	94
76	60	96
35	41	168
49	8	121
84	15	101
20	22	179
56	38	140
72	49	98
47	23	167
43	11	123
14	9	117
13	25	161
71	25	132
43	37	152
60	37	140
46	19	148
52	25	162
83	44	96
1	4	101
3	7	103
86	46	95
70	9	124
33	14	143
39	60	109
21	43	184
85	27	106
16	15	141
68	40	118
86	24	101
5	21	109
61	41	140
76	3	103
2	34	112
71	13	129
39	54	120
22	23	186
33	16	149
23	27	187
23	22	184
42	24	167
32	41	174
39	50	136
15	27	174
6	36	135
37	23	170
21	8	134
23	55	133
40	32	173
49	43	132
60	23	150
79	12	105
67	4	119
78	30	113
19	21	175
25	43	180
21	36	190
22	22	182
15	53	121
61	22	150
48	54	113
47	35	151
66	5	119
2	44	109
84	52	95
9	49	117
46	29	166
39	19	152
51	26	167
35	40	167
36	23	170
8	3	107
58	26	150
59	36	139
31	32	154
30	10	141
12	53	117
34	58	116
57	16	144
28	3	125
43	44	134
45	11	125
32	9	132
47	5	117
50	5	118
24	16	165
67	36	124
31	11	141
86	50	94
87	9	100
39	28	180
68	48	102
19	59	108
49	25	170
26	4	134
58	13	139
47	40	136
20	45	173
59	46	121
40	16	140
78	27	111
19	61	105
18	9	127
40	2	108
2	26	106
82	12	102
61	42	139
39	29	180
76	53	96
14	46	144
31	47	176
54	48	116
76	23	116
53	18	149
21	42	186
52	2	116
7	11	105
8	40	142
32	52	149
24	6	137
42	11	122
50	43	132
6	57	108
36	12	131
26	33	161
1	20	102
75	41	105
46	21	155
58	43	137
55	17	146
55	24	155
41	16	141
61	40	140
63	41	135
72	37	113
45	49	123
4	45	113
73	49	97
18	42	175
63	1	114
46	1	111
3	46	110
40	22	164
52	7	121
69	43	111
62	42	137
80	57	96
34	10	130
73	2	111
53	6	119
64	21	150
32	46	178
33	49	164
19	37	191
68	23	144
20	12	137
34	29	171
82	34	105
71	37	115
42	13	129
51	41	136
82	49	96
63	21	150
84	57	94
45	30	163
42	49	129
20	41	188
11	1	109
36	39	164
71	22	137
40	60	109
58	11	132
32	1	115
81	58	95
86	27	104
54	22	156
66	11	131
68	41	117
53	29	157
38	55	119
43	32	161
68	19	147
53	30	155
75	30	118
23	17	167
42	60	107
2	30	110
84	40	98
66	39	125
35	37	170
17	31	186
46	35	151
47	1	112
3	42	114
12	43	149
26	11	149
41	26	173
59	59	103
14	29	171
40	29	178
75	14	114
80	3	101
27	59	110
77	56	96
70	61	97
23	42	183
29	7	135
25	56	128
80	26	110
61	39	140
38	58	110
12	51	122
84	42	97
55	54	107
59	20	150
10	57	110
4	16	105
68	50	100
10	6	110
52	11	128
82	32	109
4	5	104
73	16	123
87	12	99
48	49	121
45	41	135
19	16	152
37	8	118
3	44	111
73	32	118
73	38	110
14	27	168
26	61	108
66	54	101
4	3	104
84	55	94
73	34	116
52	12	131
15	46	148
28	7	137
72	50	98
62	3	115
73	53	97
23	57	121
67	38	123
54	30	152
43	20	150
10	11	110
78	49	96
18	51	141
73	40	108
45	26	167
22	44	184
46	8	120
83	22	101
42	10	120
79	58	96
37	12	128
83	51	95
72	24	131
53	13	135
7	32	142
14	43	156
76	21	110
63	39	134
19	58	110
42	20	151
41	28	175
29	9	140
38	17	147
30	3	120
35	57	118
63	61	100
31	24	178
18	8	127
26	51	159
59	27	150
4	35	125
36	14	140
67	44	114
37	10	121
30	7	133
60	52	105
14	16	137
78	58	96
81	47	96
70	53	99
3	5	103
38	2	109
61	44	134
64	50	106
27	54	140
8	52	113
36	5	114
55	58	105
36	34	170
21	33	188
68	43	114
30	55	136
71	9	122
80	25	107
64	28	143
30	29	164
60	20	150
13	58	109
48	47	124
42	47	132
10	19	127
39	48	143
27	47	180
70	2	117
17	38	186
37	46	156
69	7	123
58	21	150
87	39	97
52	56	109
6	12	105
58	15	143
66	21	150
32	18	156
18	7	126
8	46	122
70	32	123
22	4	130
78	60	96
21	27	191
19	33	192
43	6	116
70	29	127
59	3	114
48	1	113
23	14	156
49	44	130
32	6	122
74	41	106
7	34	142
51	6	120
3	53	108
69	31	126
11	42	146
84	53	95
72	16	128
47	7	119
34	5	116
64	55	103
1	32	108
47	14	135
55	15	141
67	42	118
47	56	111
8	24	127
73	11	121
9	48	119
77	33	112
32	48	172
12	40	157
62	1	114
26	29	169
7	44	125
86	3	98
82	15	102
13	6	113
85	38	98
26	41	176
68	57	100
14	33	179
29	52	153
84	58	94
85	25	102
75	3	105
19	12	134
74	54	96
56	32	144
70	6	121
12	23	151
59	5	116
34	44	173
65	20	150
8	32	147
69	25	137
68	31	127
57	11	131
1	36	110
1	52	107
76	51	96
59	33	140
19	43	177
87	34	100
42	29	169
39	22	164
78	28	112
11	40	151
53	5	118
49	4	117
51	59	105
66	17	149
14	7	116
44	16	141
55	55	107
52	55	109
24	24	187
45	54	113
17	21	170
84	25	103
63	25	150
17	17	153
55	57	105
54	32	149
73	4	112
72	43	106
71	39	112
3	23	106
33	1	113
65	38	128
34	8	122
18	54	121
58	34	140
27	46	181
57	44	132
74	23	125
19	10	130
46	48	124
58	29	147
71	23	135
7	24	122
9	30	146
30	36	151
20	14	143
46	20	151
11	45	137
73	44	100
43	45	132
8	31	146
50	39	141
31	9	136
60	16	146
68	1	117
70	14	134
31	10	138
86	10	100
58	4	114
40	15	136
15	9	120
78	56	96
56	52	108
27	27	175
41	21	157
38	36	167
36	54	127
77	32	113
34	35	162
33	3	114
65	29	139
2	46	109
72	2	113
35	11	131
14	50	131
36	15	142
40	9	118
42	27	170
66	6	120
52	46	124
68	17	145
32	45	178
84	4	99
48	60	105
27	51	160
49	16	142
64	23	150
15	49	138
38	49	144
30	56	130
17	2	120
49	55	110
64	40	131
1	11	101
74	19	118
47	10	124
85	8	100
32	47	175
58	2	113
46	60	106
44	59	108
78	12	107
27	9	144
33	8	125
75	1	104
18	50	145
21	21	177
57	48	110
20	34	192
86	40	97
75	8	108
80	17	104
31	4	120
39	18	149
71	33	120
25	5	136
57	33	141
18	43	171
40	31	176
56	61	103
37	18	149
71	8	121
22	3	128
77	43	97
22	17	164
18	13	134
4	27	117
53	40	141
64	53	102
35	23	171
1	60	104
47	47	124
12	39	159
4	12	104
1	30	107
12	12	119
47	29	165
54	28	155
23	60	106
63	49	110
72	44	105
48	31	163
18	52	134
5	33	129
50	60	104
60	3	114
68	11	129
28	5	132
51	12	131
3	56	107
48	38	142
26	18	171
30	59	115
67	46	108
15	13	128
42	51	125
33	17	150
20	61	107
14	53	119
28	55	135
82	29	111
39	17	145
16	42	168
50	1	114
40	52	124
48	18	147
62	5	117
74	45	100
77	42	100
53	31	153
22	61	106
81	49	96
32	37	158
50	34	155
53	57	106
54	52	110
74	60	96
86	48	95
34	45	170
27	39	166
46	12	128
37	41	157
9	29	142
13	43	153
16	48	145
74	5	109
74	22	124
63	27	147
80	54	96
22	6	133
5	7	105
72	53	98
58	49	110
12	34	168
61	13	140
4	31	120
4	54	108
83	4	99
57	61	103
58	35	140
85	1	98
75	9	109
16	3	118
41	2	108
7	18	113
59	8	120
70	4	120
12	48	131
15	8	119
38	5	114
5	12	104
56	58	104
13	54	116
19	1	120
79	34	107
17	32	187
59	22	150
5	41	128
14	44	152
32	32	157
75	35	113
74	35	114
23	2	126
9	60	107
56	17	146
61	23	150
83	17	102
12	6	111
14	4	117
39	10	120
28	50	170
23	48	171
54	31	150
21	25	190
54	25	157
85	9	101
82	55	95
63	20	150
80	18	102
41	38	156
51	17	145
7	31	140
27	37	159
53	50	115
55	12	133
78	52	96
32	61	110
53	22	157
73	25	127
58	1	112
23	47	176
34	25	177
17	51	137
17	13	132
40	21	160
82	56	95
84	17	101
31	40	171
45	19	148
68	24	142
62	60	101
16	18	156
76	16	108
47	46	126
33	32	160
67	54	100
63	3	116
20	1	121
59	40	140
16	45	157
4	30	119
75	50	96
10	46	130
73	56	96
45	39	139
52	42	134
56	8	120
38	34	170
19	41	184
55	46	120
77	59	96
74	40	107
62	43	134
10	38	151
77	57	96
15	10	121
62	53	102
29	31	157
46	31	160
30	16	157
87	2	97
63	24	150
5	31	128
69	34	122
27	50	169
37	22	164
25	16	164
84	21	100
13	48	134
51	2	116
44	31	161
57	34	141
20	36	191
67	27	139
84	39	98
77	37	108
7	37	140
2	2	101
78	1	100
6	55	108
28	26	179
27	52	154
56	39	140
41	22	162
60	30	142
82	17	103
1	47	108
71	43	107
40	6	113
67	24	146
57	2	112
16	39	180
1	16	102
5	50	110
64	17	150
39	59	110
25	33	164
17	11	127
27	61	109
32	50	162
65	35	129
19	23	181
28	16	163
54	56	107
17	35	189
47	26	170
58	56	105
50	52	116
81	11	103
49	52	116
66	7	122
85	56	94
35	32	167
32	13	143
30	18	163
52	34	150
67	41	120
51	5	119
68	37	121
81	36	104
21	49	158
51	30	161
84	8	101
68	18	146
33	44	178
75	10	109
64	31	135
33	27	173
62	20	150
2	35	113
44	47	128
75	7	108
4	40	124
41	39	153
9	42	142
11	29	159
82	44	97
2	4	102
83	27	109
57	32	142
32	33	154
38	10	120
81	25	106
37	47	153
20	57	114
2	6	102
49	49	120
73	23	128
23	12	147
51	45	128
40	30	176
5	45	115
87	13	99
65	61	100
79	1	100
69	49	100
64	13	139
3	6	103
56	34	143
72	10	122
6	23	116
15	7	119
14	13	126
85	41	97
81	35	103
56	13	137
53	10	126
14	1	111
6	43	126
36	37	167
61	57	103
58	50	110
34	6	118
45	56	110
76	58	96
7	30	135
11	22	143
78	41	100
81	14	103
6	61	106
22	12	143
67	26	141
19	36	191
43	34	159
9	28	139
57	6	116
87	14	99
45	33	156
50	3	116
70	37	117
16	24	176
71	20	138
77	1	101
55	2	113
11	55	112
3	14	104
37	13	132
80	7	103
47	31	161
14	42	161
56	23	153
6	3	105
47	42	132
63	44	128
80	51	96
53	16	143
65	4	118
3	26	110
57	52	107
72	36	114
80	4	102
64	10	128
12	5	112
4	55	108
38	26	180
49	40	138
18	4	123
69	35	121
39	20	156
85	39	98
23	52	147
37	25	178
78	48	96
81	39	99
74	8	112
79	13	105
42	14	133
4	50	109
11	59	108
27	3	128
8	29	135
30	31	156
48	13	132
7	58	108
48	55	111
77	12	109
67	14	140
52	43	131
25	9	144
86	53	94
56	24	153
62	11	133
41	50	129
81	26	109
27	16	163
79	56	96
22	32	183
72	59	97
11	3	110
41	11	122
84	22	101
4	11	103
5	44	119
35	58	114
50	20	157
62	13	140
59	26	150
86	58	94
7	48	114
83	8	101
58	17	147
67	58	100
45	58	109
19	52	139
67	34	126
11	27	154
51	3	117
31	8	133
63	2	115
13	57	110
55	53	108
8	53	112
71	50	99
71	58	97
13	13	124
84	3	99
61	2	114
25	2	128
53	38	144
56	59	104
7	57	108
86	55	94
60	34	138
19	34	191
16	12	128
26	35	160
78	47	96
8	60	107
24	53	144
66	16	148
83	34	102
24	45	181
64	42	127
47	45	127
41	4	111
29	12	147
6	14	106
21	22	181
38	56	117
10	51	117
83	9	102
5	48	110
41	20	152
27	53	148
85	46	95
75	21	116
85	47	95
59	37	140
14	20	161
69	32	125
53	60	104
78	25	110
84	27	107
66	53	101
79	17	104
51	56	109
13	45	143
27	18	171
40	17	145
5	23	112
7	13	106
29	48	177
50	56	110
25	35	164
62	31	138
55	61	103
23	53	142
29	28	168
54	8	120
18	39	186
30	4	122
65	55	103
38	23	169
19	20	172
57	42	140
81	37	100
6	51	110
33	25	176
67	7	123
5	6	105
47	30	163
31	6	127
69	53	100
5	53	109
43	15	138
28	61	110
73	3	112
14	30	173
11	24	146
6	44	122
70	17	141
52	1	115
59	35	139
7	50	110
70	60	98
19	22	178
82	46	96
64	44	122
16	51	133
54	26	157
32	29	166
73	7	113
29	49	175
23	9	139
74	53	96
21	9	135
13	34	174
33	38	166
20	23	184
87	37	98
7	54	110
70	59	98
63	50	107
80	8	103
85	11	100
86	34	100
32	36	155
77	58	96
78	40	100
16	5	120
51	51	117
71	30	124
28	30	161
61	24	150
50	24	170
81	24	104
79	16	105
17	9	125
25	61	107
47	24	169
77	4	103
3	4	103
33	52	146
63	15	145
4	36	126
72	42	106
3	61	104
76	2	103
82	60	95
36	36	168
44	49	124
22	5	132
11	39	154
38	7	117
46	22	160
17	58	110
49	11	127
49	26	170
28	15	159
33	61	110
52	29	159
70	5	120
17	7	124
37	34	170
42	56	110
6	59	107
2	3	102
31	54	141
71	59	97
74	37	111
60	57	104
57	7	117
34	55	130
66	61	100
68	60	99
83	2	99
51	25	168
76	37	110
73	17	123
53	27	158
21	45	177
67	35	125
8	48	116
62	16	147
71	45	105
54	59	104
85	36	99
84	2	99
58	51	108
65	3	117
49	33	159
18	16	151
44	58	109
82	11	102
48	27	170
76	38	107
17	14	135
15	12	126
44	37	150
12	36	168
48	16	142
64	46	117
77	47	96
51	28	164
79	51	96
5	26	118
82	5	101
8	7	108
53	48	118
2	20	103
11	46	133
63	17	150
72	7	117
39	43	148
18	28	188
22	56	119
24	26	184
20	56	118
75	36	112
86	35	99
53	11	129
11	48	126
80	11	104
26	56	127
60	60	102
18	46	161
53	26	159
34	36	164
16	14	134
16	44	161
25	34	164
65	41	126
60	48	110
36	32	171
18	5	124
2	21	102
36	29	178
37	2	109
14	39	171
86	52	94
53	2	115
49	41	135
17	55	116
22	46	177
17	28	184
31	12	143
50	32	160
44	39	143
17	53	125
40	41	148
3	20	104
58	39	140
73	58	96
4	29	117
77	8	106
27	4	131
33	41	173
7	33	142
56	55	108
35	18	150
22	57	116
59	48	110
43	40	144
54	11	129
62	23	150
16	56	111
74	31	118
60	29	145
81	50	96
45	13	130
15	26	173
78	34	110
76	46	96
36	2	110
74	4	108
80	12	104
52	35	148
60	49	110
38	28	180
30	34	148
83	16	102
2	25	106
62	39	137
87	27	100
82	4	100
35	33	167
21	31	190
19	30	193
43	22	159
87	4	98
4	21	106
21	1	122
15	41	168
26	39	168
23	41	182
29	19	171
17	3	120
40	27	179
30	22	177
35	19	154
37	43	157
86	30	105
33	28	172
17	41	175
7	15	108
10	43	141
44	48	125
58	42	140
31	48	174
18	11	130
8	27	131
10	2	109
13	28	165
59	43	137
59	19	150
49	59	105
15	48	141
35	38	169
55	7	119
51	44	130
14	36	176
23	30	179
68	20	147
37	59	110
52	15	139
87	56	94
33	57	121
18	21	172
64	57	102
64	1	115
52	22	159
86	59	94
9	57	109
64	52	101
52	17	145
33	12	138
8	49	114
29	3	121
18	56	112
8	6	108
45	15	139
6	39	136
80	28	111
25	11	149
7	19	114
28	38	159
35	53	136
42	18	146
66	52	100
79	25	107
71	21	137
48	58	106
30	28	167
70	11	126
43	53	117
25	3	131
64	49	109
37	20	156
46	14	135
36	46	161
24	37	170
57	49	110
68	38	120
31	52	151
13	37	171
29	55	135
36	38	166
70	33	122
9	13	110
44	12	127
45	29	165
73	60	96
74	49	96
37	17	147
73	57	96
51	27	166
68	56	100
76	14	110
4	57	107
66	34	128
52	14	137
42	40	147
78	32	112
11	44	140
57	56	105
58	59	103
80	29	111
44	40	140
20	39	190
11	37	160
85	31	107
56	18	148
39	15	137
5	18	108
26	6	138
36	25	178
23	34	174
3	10	102
40	53	121
44	27	166
69	19	144
40	44	141
86	47	95
16	16	147
55	3	114
20	20	173
15	32	182
77	24	110
65	26	147
63	30	139
85	3	98
64	51	104
7	40	139
52	3	117
47	61	105
11	43	144
84	1	98
24	2	127
38	21	160
7	22	120
55	52	109
86	16	100
19	60	106
44	17	143
69	40	115
77	50	96
65	51	103
63	11	132
78	17	105
50	33	159
48	2	114
67	40	121
16	52	129
14	34	178
48	4	116
81	23	103
2	13	103
81	1	99
36	47	160
9	54	112
58	16	145
26	8	142
45	8	119
22	13	147
23	21	181
30	61	110
17	44	165
5	27	121
1	13	102
5	4	105
70	49	100
38	52	128
5	47	112
69	51	100
13	52	120
30	21	174
48	50	120
42	43	137
5	36	131
46	43	130
64	8	120
19	4	126
24	44	181
13	40	163
3	12	103
48	53	115
83	58	94
15	1	114
15	57	110
49	32	161
85	26	105
58	19	150
63	57	102
45	14	134
65	19	150
64	30	138
13	12	121
37	4	112
25	7	140
14	3	115
10	3	109
20	16	154
41	14	132
8	10	106
12	60	107
59	49	110
70	38	116
60	13	140
38	60	109
23	37	176
38	40	157
16	33	186
22	52	145
31	3	118
30	47	178
11	33	164
55	20	152
47	37	145
24	50	161
22	9	137
72	15	129
29	37	154
53	33	150
24	55	134
70	55	99
45	34	154
20	44	177
54	21	154
13	19	150
69	41	114
40	46	139
36	41	161
27	12	151
31	29	165
35	17	148
9	12	108
32	28	170
61	56	104
17	10	126
69	50	100
26	52	152
26	44	180
4	7	104
4	18	107
43	5	115
51	46	125
34	17	148
12	61	106
84	34	101
8	44	130
1	21	101
3	39	120
67	49	103
80	21	102
29	6	132
14	38	174
21	24	189
67	33	127
82	26	109
84	47	95
81	20	101
76	41	100
65	37	128
13	11	119
4	6	104
72	9	120
31	56	129
34	52	143
46	47	125
2	5	102
5	42	126
87	24	101
87	1	97
55	23	155
12	49	128
76	29	117
69	39	116
62	27	148
28	48	179
42	9	119
50	53	113
68	46	106
63	32	135
16	26	180
57	38	140
37	3	111
70	46	100
28	31	158
15	54	117
59	30	143
8	56	109
62	12	137
40	13	128
42	30	168
66	33	129
10	37	154
10	41	146
35	46	165
5	3	105
32	54	140
4	22	107
61	47	119
42	38	153
74	20	120
43	28	168
1	33	110
4	4	104
54	12	132
1	38	110
34	12	136
79	37	105
10	25	141
87	51	94
78	21	104
59	51	107
52	38	143
55	47	117
56	15	142
75	26	121
84	18	100
10	58	109
68	42	115
32	23	174
38	8	118
7	45	121
47	34	155
49	46	125
54	39	141
51	10	126
16	49	142
21	15	154
67	17	147
83	5	100
35	12	134
75	34	114
86	23	101
22	27	190
81	6	102
66	14	141
28	24	180
45	18	146
31	50	168
42	23	164
84	49	95
23	25	190
41	56	112
82	3	100
37	28	179
8	5	108
38	35	168
43	55	111
77	41	100
87	41	96
76	26	118
15	19	160
2	7	102
44	32	159
2	11	102
45	23	161
71	52	99
15	58	110
76	9	107
28	41	173
16	53	125
21	50	152
4	19	106
47	18	146
71	2	115
87	21	100
61	5	116
41	43	139
70	28	129
45	61	106
57	45	126
68	16	143
42	28	170
70	18	141
12	25	154
2	28	109
46	4	115
23	36	174
54	46	121
1	28	107
63	59	102
62	7	118
22	24	190
40	37	161
12	45	140
39	37	163
33	43	176
9	38	148
39	53	123
53	61	104
30	13	148
38	15	139
63	4	117
67	56	101
38	44	152
84	29	109
43	50	124
46	56	110
8	15	110
39	31	178
29	26	179
66	56	102
39	7	116
10	59	108
63	16	148
76	50	96
57	3	113
51	33	156
24	47	179
48	12	129
16	40	176
10	27	148
23	13	150
68	6	121
43	7	117
6	18	110
87	18	100
4	2	103
14	6	115
52	47	122
79	33	110
66	10	128
83	59	94
72	23	133
85	22	101
13	15	129
80	24	105
70	20	141
3	16	104
64	37	131
15	30	179
76	28	118
43	51	122
15	11	124
1	8	100
17	25	182
19	29	192
36	44	163
58	46	120
29	35	150
16	23	174
55	28	152
35	47	163
87	22	100
21	6	131
48	43	131
8	39	143
41	59	109
68	29	130
72	4	115
70	19	141
17	36	189
41	13	128
71	24	133
35	48	160
84	36	99
3	57	106
24	15	161
65	34	130
72	21	133
55	35	145
36	22	165
14	60	106
22	41	187
7	47	116
49	58	106
6	25	119
55	11	130
87	7	99
63	55	103
25	29	174
38	22	164
11	50	121
75	37	111
6	34	136
55	19	150
82	48	96
49	27	170
4	49	110
18	53	127
63	47	116
85	43	96
12	41	154
52	18	149
61	10	129
4	37	127
8	58	108
43	57	110
17	26	183
72	11	124
10	15	118
49	3	115
8	33	146
46	58	108
8	47	118
15	38	178
26	24	182
43	2	110
53	12	132
3	48	110
64	35	131
31	34	149
45	31	161
58	3	113
80	27	111
82	13	101
39	26	179
60	4	115
72	8	119
81	17	103
23	1	123
82	53	95
11	56	111
23	49	166
30	52	154
36	26	179
12	21	149
67	47	107
57	57	104
86	33	100
19	27	190
8	14	108
65	40	128
74	36	113
35	22	166
46	39	139
45	53	116
45	5	116
36	1	109
2	22	102
58	30	144
51	54	110
44	13	130
46	38	142
8	2	107
55	49	111
79	23	104
55	26	155
6	13	105
31	43	179
37	44	158
13	5	114
24	23	186
1	50	108
30	25	179
25	57	121
59	32	140
79	5	102
35	30	172
34	40	170
43	52	120
87	23	101
63	18	150
27	45	181
11	15	123
16	59	108
26	7	140
15	16	143
2	23	103
68	30	128
57	30	146
40	50	132
55	50	110
80	1	99
6	45	118
86	21	100
77	36	108
73	52	97
39	1	107
77	7	105
51	43	132
20	55	123
9	1	107
7	46	118
35	9	123
27	7	139
19	28	191
22	7	135
70	40	112
84	7	100
28	18	169
11	31	162
49	51	119
57	50	110
45	51	120
14	32	177
21	59	110
37	29	179
44	33	157
85	19	100
45	37	146
52	50	117
10	17	122
84	59	94
3	21	104
32	8	129
31	57	124
69	33	123
13	24	159
26	2	127
66	20	150
49	6	119
65	56	102
37	51	139
83	61	94
51	47	122
77	34	111
87	42	96
21	11	137
34	49	160
60	28	148
3	35	119
46	53	116
68	12	131
16	4	118
76	48	96
73	47	97
83	15	101
34	21	163
47	16	142
5	17	107
50	54	111
19	44	172
34	57	119
5	37	132
53	56	108
82	7	101
61	12	137
66	8	123
55	38	141
33	21	165
4	23	108
42	33	166
30	51	162
74	42	105
76	7	106
61	6	117
79	9	104
21	10	136
28	20	177
52	6	120
87	58	94
60	1	112
6	32	137
5	1	104
23	29	183
28	9	142
37	7	117
5	46	114
84	60	94
57	58	104
86	19	100
70	25	134
55	29	152
8	43	135
33	22	170
9	3	108
62	28	145
60	41	140
13	26	162
67	12	133
22	36	183
17	20	166
31	59	116
12	50	125
77	9	106
34	48	163
50	17	145
11	52	118
71	7	120
10	32	159
80	6	103
2	47	109
71	56	98
80	58	96
56	44	130
42	17	143
21	47	169
80	19	101
29	18	166
31	7	131
73	42	106
31	1	114
32	17	153
12	32	167
79	36	106
38	51	134
38	54	122
30	35	149
28	35	153
87	61	94
52	60	104
37	30	178
7	26	125
8	4	108
8	41	141
61	45	130
31	21	171
42	55	112
44	28	166
77	27	114
25	44	181
3	60	105
83	35	100
45	44	130
13	61	105
23	59	110
56	57	105
7	60	107
66	27	143
41	36	160
13	21	155
28	46	180
15	14	131
66	4	118
87	54	94
47	2	113
40	61	108
70	52	99
26	9	144
78	53	96
74	27	121
21	14	147
25	39	171
65	47	112
30	15	154
47	41	134
4	8	103
3	43	112
57	46	120
85	48	95
76	20	109
15	52	126
24	35	168
24	60	106
30	49	173
21	32	189
23	39	179
44	38	146
3	27	111
57	59	104
75	27	120
67	18	148
49	15	139
66	28	141
83	10	102
43	25	166
30	19	168
55	42	137
72	32	119
46	2	112
59	9	122
11	36	164
63	13	139
53	25	159
67	2	117
86	7	99
10	48	122
32	40	172
73	26	125
39	56	115
14	54	117
27	56	128
7	53	111
79	2	101
87	11	100
73	36	113
74	11	117
40	10	120
86	37	98
13	30	168
1	15	102
73	10	119
20	53	136
85	4	99
36	61	109
57	18	148
63	38	134
12	9	112
84	44	96
54	51	111
21	28	192
80	15	104
49	14	135
15	40	172
72	52	98
17	33	189
83	53	95
8	61	106
82	37	100
81	31	110
5	61	105
66	47	109
2	37	116
67	51	100
60	24	150
48	40	137
76	6	105
9	61	107
75	20	113
42	37	155
30	48	175
72	19	132
28	8	140
74	12	119
46	59	107
3	32	115
31	35	150
6	35	136
35	27	178
65	43	121
32	30	162
61	11	133
42	50	127
42	39	150
50	22	166
17	23	178
57	37	140
72	60	97
46	42	132
72	46	100
34	27	176
21	46	173
59	52	106
21	60	108
86	61	94
13	60	107
69	4	120
21	37	191
33	11	136
13	3	113
6	37	136
32	10	136
87	28	100
20	19	170
37	52	130
28	40	169
41	37	158
41	60	108
83	42	98
76	5	104
7	9	106
13	47	137
1	25	104
65	22	150
28	49	175
46	15	139
79	52	96
41	53	119
40	18	148
24	40	177
80	43	97
48	41	135
59	50	109
86	60	94
85	10	101
73	28	123
22	19	172
47	43	130
61	38	140
22	28	189
41	29	173
51	14	136
87	32	100
16	38	181
45	16	141
22	54	136
3	15	104
10	24	140
40	23	167
5	59	106
33	51	153
50	42	134
55	10	126
79	4	102
29	40	169
8	22	124
12	13	121
72	1	112
63	56	103
42	42	140
61	30	141
35	55	128
64	2	116
56	31	146
32	14	146
28	56	128
41	32	171
13	44	148
25	22	183
82	50	96
70	3	118
73	29	122
34	7	120
47	3	114
51	34	152
87	59	94
85	34	100
86	20	100
82	47	96
15	56	112
4	46	111
85	42	96
68	21	147
54	53	109
52	61	104
38	27	180
57	24	151
63	19	150
75	6	107
51	57	107
72	55	97
39	2	108
35	52	140
11	54	114
61	7	118
57	22	151
43	30	165
81	16	104
61	19	150
67	37	123
5	8	104
38	39	161
21	51	148
37	33	170
